Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
project;196121;PAOLInA;"Physical Activities of Older Adults: Longitudinal Interdisciplinary Analysis";661555;"The PAOLInA-project focuses on physical activities of older citizens of European countries. It begins with the analysis of the phenomenon “physical activities”, and their change in the course of the late and latest years of life. The goal is to show what is covered by the...";;H2020-EU.1.3.,H2020-EU.1.3.2.;"/medical and health sciences/health sciences/infectious diseases/RNA viruses/HIV;/social sciences/psychology";2016-03-01;2018-04-30;en;en;"2022-08-08 16:22:14";https://cordis.europa.eu/project/id/661555
brief;442349;;"Reversing the decline of Europe’s rural regions";442349-reversing-the-decline-of-europe-s-rural-regions;"A deeper understanding of the challenges rural communities face is an important first step towards implementing effective, long-term solutions that can bring people back to the countryside.";Society;H2020-EU.3.2.1.3.,H2020-EU.3.2.;;;;en;de,en,es,fr,it,pl;"2022-10-20 18:12:02";https://cordis.europa.eu/article/id/442349-reversing-the-decline-of-europe-s-rural-regions
project;90152;EU-GRASP;"Changing Multilateralism: The EU as a Global-regional Actor in Security and Peace";225722;"GRASP aims to contribute to the analysis and articulation of the current and future role of the EU as a global and regional actor in multilateral security governance, in a context of challenged multilateralism, where the EU aims for “effective multilateralism”. This project w...";;FP7-SSH;"/social sciences/sociology/governance;/social sciences/political sciences/political transitions/terrorism;/social sciences/law/international law;/natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes;/social sciences/law/human rights";2009-02-01;2012-01-31;en;en;"2019-07-16 17:09:59";https://cordis.europa.eu/project/id/225722
project;242561;IntercropValuES;"Developing Intercropping for agrifood Value chains and Ecosystem Services delivery in Europe and Southern countries";101081973;"IntercropValueES aims to exploit benefits of intercropping to design and manage productive, diversified, resilient, profitable, environmentally friendly cropping systems acceptable to farmers and actors in the agri-food chain. It will develop both a scientific research action...";;HORIZON.2.6.3,HORIZON.2.6;"/agricultural sciences/agriculture, forestry, and fisheries/agriculture/grains and oilseeds;/social sciences/economics and business/economics/production economics/productivity;/natural sciences/biological sciences/ecology/ecosystems";2022-11-01;2026-10-31;en;en;"2022-10-17 19:34:54";https://cordis.europa.eu/project/id/101081973
news;429848;;"Organic photovoltaic tech on EU excellence radar";429848-organic-photovoltaic-tech-on-eu-excellence-radar;"Three innovations developed with EU support have been recognised by the EU’s Innovation Radar. The innovations are expanding the limits of current achievements in organic photovoltaic (OPV) technology.";"Industrial Technologies";;;;;en;de,en,es,fr,it,pl;"2021-04-27 15:36:08";https://cordis.europa.eu/article/id/429848-organic-photovoltaic-tech-on-eu-excellence-radar
brief;90270;;"Sustainability vs. economy";90270-sustainability-vs-economy;"The global economic crisis is putting a strain on environmental and social policies, but the extent to which the crisis is affecting these policies isn't always clear. A new study sheds light on policymaking in dire times.";"Climate Change and Environment";FP7-SSH;;;;en;de,en,es,fr,it,pl;"2013-01-21 16:00:34";https://cordis.europa.eu/article/id/90270-sustainability-vs-economy
brief;90111;;"City growth and sustainability";90111-city-growth-and-sustainability;"An EU team examined governance towards sustainability of 10 cities in 4 developing countries. The study modelled the core concept of participatory spatial knowledge (PSK) in terms of city growth and environment, yielding new ideas on 'configuration'.";Health;FP7-SSH;;;;en;de,en,es,fr,it,pl;"2017-05-04 14:57:56";https://cordis.europa.eu/article/id/90111-city-growth-and-sustainability
exploitable;34645;;"European case studies in family change and policy practice";HPSE-CT-1999-00031_34645_EXPL;"All the papers in the sixth issue in the series, written by the national research assistants in the participating countries, attempted to track changing family structure, with a view to identifying the challenges being faced by policy actors, their responses, and the experienc...";;;;;;en;en;"2005-01-14 00:00:00";https://cordis.europa.eu/result/rcn/34645/en
news;415462;;"Women: energy empowerment";415462-women-energy-empowerment;"Energy policy is obviously gender neutral. But should it be so?";Energy;;;;;en;en;"2020-03-09 09:47:40";https://cordis.europa.eu/article/id/415462-women-energy-empowerment
pubsum;805692;;"Periodic Reporting for period 1 - MiMEX (Micro Market Experience)";965486_PS;"MIMEX is developing the first financially-viable and complete solution for retailers to deploy cashierless and modular micro-markets that is compatible with COVID-19 personal welfare protocols (i.e. masks, distancing, temperatures, etc.). An integrated network of low-cost...";;H2020-EU.3.,H2020-EC,H2020-EU.2.1.;;;;en;en;"2022-03-21 20:32:01";https://cordis.europa.eu/project/id/965486/reporting
pubsum;415478;;"Periodic Reporting for period 2 - ASTRID (AddreSsing ThReats for virtualIseD services)";786922_PS;"The growing adoption of cloud technologies and the trend to virtualise applications are inexorably re-shaping the traditional security paradigms, due to the increasing usage of infrastructures outside of the enterprise perimeter and shared with other users. The need for more...";;H2020-EU.3.7.4.,H2020-EU.3.7.;;;;en;en;"2022-03-02 09:36:01";https://cordis.europa.eu/project/id/786922/reporting
pubsum;190391;;"Periodic Reporting for period 1 - PRIFOG (PRIFOG - A technology-powered producer responsibility initiative for fat, oil and grease compliance for food service outlets)";711265_PS;"""PRIFOG - A Producer Responsibility Initiative for Fat Oil and Grease - was an assessment of the potential of creating a software platform for the improved management of fat, oil and grease regulations throughout Europe and internationally. The project was supported by...";;H2020-EU.3.6.,H2020-EU.2.3.1.;;;;en;en;"2016-11-15 11:26:10";https://cordis.europa.eu/project/id/711265/reporting
brief;188519;;"EU funding helps bring fall detector to market";188519-eu-funding-helps-bring-fall-detector-to-market;"A European start-up is currently commercialising an innovative ICT-based portable fall detector for the elderly, designed to facilitate independent living and improve quality of life. The concept was developed and trialled through the highly successful EU-funded FATE project.";"Digital Economy";CIP;;;;en;de,en,es,fr,it,pl;"2016-09-09 13:26:29";https://cordis.europa.eu/article/id/188519-eu-funding-helps-bring-fall-detector-to-market
brief;442350;;"Planting the seeds for Europe’s rural regeneration";442350-planting-the-seeds-for-europe-s-rural-regeneration;"To reverse the trend of rural depopulation, RURALIZATION is exploring the creation of a policy-supported virtuous cycle which enables young people to thrive in rural areas.";Society;H2020-EU.3.2.1.3.,H2020-EU.3.2.;;;;en;de,en,es,fr,it,pl;"2022-10-20 18:12:02";https://cordis.europa.eu/article/id/442350-planting-the-seeds-for-europe-s-rural-regeneration
pubsum;770646;;"Periodic Reporting for period 2 - AIR-NB (Pre-natal exposure to urban AIR pollution and pre- and post-Natal Brain development)";785994_PS;"Air pollution is the main urban-related environmental hazard. It appears to affect brain development, although current evidence is inadequate given the lack of studies during the most vulnerable stages of brain development and the lack of brain anatomical structure and...";;H2020-EU.1.1.;;;;en;en;"2021-12-10 17:35:40";https://cordis.europa.eu/project/id/785994/reporting
project;111102;STATORG;"State Encroachment on Civil Society? A Comparative Study of Parties, Interest Groups and Welfare-Providing Organizations in Contemporary Democracies";335890;"This interdisciplinary project compares the regulatory frameworks governing membership-based, voluntary organizations (VOs) in long-lived democracies and assesses how these frameworks affect VOs’ operations. It studies interest groups, parties and welfare-providers as three V...";;FP7-IDEAS-ERC;"/social sciences/political sciences/political policies/public policies;/social sciences/sociology;/humanities/history and archaeology/history;/social sciences/political sciences/government systems/democracy;/social sciences/political sciences/political policies/civil society";2013-12-01;2019-11-30;en;en;"2017-10-06 09:39:13";https://cordis.europa.eu/project/id/335890
pubsum;186463;;"Periodic Reporting for period 3 - CIMPLEX (Bringing CItizens, Models and Data together in Participatory, Interactive SociaL EXploratories)";641191_PS;"The project aims to develop modeling, computational, and ICT tools needed to predict and influence disease spread and other contagion phenomena in complex social systems. To achieve non-incremental advances we will combine large scale, realistic, data-driven models with...";;H2020-EU.1.2.,H2020-EU.1.2.2.;;;;en;en;"2021-04-01 16:56:13";https://cordis.europa.eu/project/id/641191/reporting
project;227469;SoBigData-PlusPlus;"SoBigData++: European Integrated Infrastructure for Social Mining and Big Data Analytics";871042;"SoBigData++ strives to deliver a distributed, Pan-European, multi-disciplinary research infrastructure for big social data analytics, coupled with the consolidation of a cross-disciplinary European research community, aimed at using social mining and big data to understand the...";;H2020-EU.1.4.1.2.,H2020-EU.1.4.;"/social sciences/economics and business/business and management/innovation management;/social sciences/sociology/demography;/social sciences/economics and business/economics;/natural sciences/computer and information sciences/data science/big data;/natural sciences/computer and information sciences/artificial intelligence/machine learning";2020-01-01;2024-12-31;en;en;"2023-01-07 15:43:18";https://cordis.europa.eu/project/id/871042
mag;434381;;"Une recherche européenne innovante cible le cancer du sein";434381-innovative-eu-research-targets-breast-cancer;"Puisqu’au cours des deux dernières années, toute notre attention s’est focalisée sur la pandémie mondiale, il a été facile d’ignorer le fait que d’autres crises sanitaires se poursuivaient en arrière-plan. Des chirurgies ont été ajournées, des traitements ont été interrompus et des diagnostics n’ont pas été réalisés. Suite à la pandémie, des médecins exténués devront faire face à une accumulation de cas aggravés par ce retard. À n’en pas douter, parmi ces patients, on recensera de nombreux cas de cancers du sein, le point d’intérêt de notre dossier spécial.";;;;;;fr;de,en,es,fr,it,pl;"2021-10-12 19:30:00";https://cordis.europa.eu/article/id/434381-innovative-eu-research-targets-breast-cancer/fr
mag;401807;;"Toujours plus intelligentes, toujours plus durables: les villes européennes se modernisent";401807-europes-cities-get-an-upgrade;"Selon les prévisions, 70 % de la population mondiale vivra en zone urbaine à l’horizon 2050, contre 55 % en 2018, une évolution due, dans une large mesure, aux changements sociaux dont l’Asie et l’Afrique sont le théâtre. En Europe, 50 % des Européens vivaient déjà dans des zones urbaines en 1950. D’après les chiffres d’Eurostat datant de 2018, plus des trois quarts des Européens vivent maintenant en zone urbaine.";;;;;;fr;de,en,es,fr,it,pl;"2019-05-31 00:00:00";https://cordis.europa.eu/article/id/401807-europes-cities-get-an-upgrade/fr
project;198304;Privacy.Us;"Privacy and Usability";675730;"With the rapid accumulation and processing of personal data by numerous organizations, it is of paramount importance to protect people from adverse uses of their data, while allowing them to enjoy the benefits the use of these data can possibly provide. This is the question of...";;H2020-EU.1.3.,H2020-EU.1.3.1.;"/social sciences/educational sciences/didactics;/natural sciences/computer and information sciences/computer security/data protection;/medical and health sciences/health sciences/infectious diseases/RNA viruses/HIV;/engineering and technology/electrical engineering, electronic engineering, information engineering/information engineering/telecommunications/mobile phones;/social sciences/law";2015-12-01;2020-09-30;en;en;"2022-08-18 13:58:20";https://cordis.europa.eu/project/id/675730
programme;703111;;"Exploiting the full potential of in-silico medicine research for personalised diagnostics and therapies in cloud-based environments";H2020_SC1-DTH-07-2018;"Proposals are expected to develop and validate software tools and devices for diagnostic or treatment based on computational modelling and simulation applied in biology and physiology. The solutions should enable decision making in complex situations and contribute to a more...";;;;;;en;en;"2018-10-31 20:25:45";https://cordis.europa.eu/programme/id/H2020_SC1-DTH-07-2018
mag;406167;;"Vaste, complexe, (dés)ordonné? Percer les secrets du cosmos";406167-vast-complicated-dis-orderly-unlocking-the-secrets-of-the-cosmos;"La voute céleste n’est pas qu’une magnifique source d’inspiration. C’est l’origine même de notre existence et l’un des plus grands mystères que la science ait jamais eu à élucider. Le numéro spécial de ce mois-ci s’intéresse aux récentes tentatives, financées par l’UE, de percer les secrets de l’Univers.";;;;;;fr;de,en,es,fr,it,pl;"2019-08-19 10:00:00";https://cordis.europa.eu/article/id/406167-vast-complicated-dis-orderly-unlocking-the-secrets-of-the-cosmos/fr
brief;442456;;"Protéger la santé des citoyens européens contre les menaces chimiques";442456-protecting-the-health-of-european-citizens-against-chemical-threats;"Un projet à grande échelle visait à harmoniser la biosurveillance humaine pour les substances chimiques nocives dans l’UE.";Sécurité;H2020-EU.3.1.,H2020-EU.3.1.2.;;;;fr;de,en,es,fr,it,pl;"2022-11-04 17:54:28";https://cordis.europa.eu/article/id/442456-protecting-the-health-of-european-citizens-against-chemical-threats/fr
projectDescription;409419;;"Healthcare innovation in regional environments";409419-healthcare-innovation-in-regional-environments;;;;;;;en;de,en,es,fr,it,pl;"2020-02-27 16:58:17";https://cordis.europa.eu/article/id/409419-healthcare-innovation-in-regional-environments
news;96425;;"EU Approves 1.75 Billion Euro Programme for IST Projects";96425-eu-approves-175-billion-euro-programme-for-ist-projects;"The new two-year work programme for the Information Society Technologies theme of the Sixth Framework Programme has been approved by the EUs member states. This opens the way for three new calls for proposals for research and development funding of more than 1.75 billion euros";;;;;;en;en;"2005-09-27 13:19:08";https://cordis.europa.eu/article/id/96425-eu-approves-175-billion-euro-programme-for-ist-projects
news;128207;;"Flagships of Science – Graphene and Human Brain are the two winner projects";128207-flagships-of-science-graphene-and-human-brain-are-the-two-winner-projects;"Europe is set to embark on two bold, visionary projects. The projects aim to invest up to one billion euro over ten years to fuel revolutionary discoveries.";;;;;;en;en;"2013-01-28 14:55:33";https://cordis.europa.eu/article/id/128207-flagships-of-science-graphene-and-human-brain-are-the-two-winner-projects
pubsum;302127;;"Periodic Reporting for period 2 - ENRICH (Enriched communication across the lifespan)";675324_PS;"Communication using speech is natural, ubiquitous, and efficient, so a reduced capacity in speaking or hearing creates huge barriers to social inclusion. Trends in health, technology and social mobility create challenges for listeners. Age-related hearing loss affects half of...";;H2020-EU.1.3.,H2020-EU.1.3.1.;;;;en;en;"2021-04-06 13:24:54";https://cordis.europa.eu/project/id/675324/reporting
project;109087;UPSIDE;"User-driven Participatory Solutions for Innovation in Digitally-centred Ecosystems";319962;"The project UPSIDE aims at delivering economic and societal benefits by fostering the emergence and development of User-driven Participatory Solutions for Innovation in Digitally-centered Ecosystems. The project aims at promoting the development of cooperation frameworks and ...";;FP7-REGIONS;"/social sciences/sociology/governance/public services;/social sciences/social geography/transport/sustainable transport/intelligent transport systems";2013-07-01;2016-06-30;en;en;"2017-04-10 11:12:06";https://cordis.europa.eu/project/id/319962
projectDescription;433021;;"Les citoyens au cœur de la santé publique et de l’environnement urbain";433021-citizens-at-the-heart-of-public-health-and-the-urban-environment;;;;;;;fr;de,en,es,fr,it,pl;"2022-08-12 16:54:02";https://cordis.europa.eu/article/id/433021-citizens-at-the-heart-of-public-health-and-the-urban-environment/fr
pubsum;192480;;"Final Report Summary - REDMEDINV (Red-Med Marine Bioinvasion)";321547_PS;"Biological invasions constitute a major global threat to indigenous communities. Marine ecosystems are particularly vulnerable to biological invasions as organisms can spread rapidly and are harder to detect in comparison than on land. The invasion of Red Sea species into the...";;FP7-PEOPLE;;;;en;en;"2016-12-13 10:45:53";https://cordis.europa.eu/project/id/321547/reporting
projectDescription;427870;;"Promoting the importance of climate change research";427870-promoting-the-importance-of-climate-change-research;;;;;;;en;de,en,es,fr,it,pl;"2021-12-13 16:44:42";https://cordis.europa.eu/article/id/427870-promoting-the-importance-of-climate-change-research
project;237096;PAUL;"Pilot Application in Urban Landscapes - Towards integrated city observatories for greenhouse gases";101037319;"""The """"Pilot Application in Urban Landscapes - Towards integrated city observatories for greenhouse gases"""" (PAUL) project supports the European Green Deal by creating capabilities to observe and verify greenhouse gas emissions from densely populated urban areas across Europe...";;H2020-EU.1.4.;"/engineering and technology/civil engineering/urban engineering/smart cities;/natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes";2021-10-01;2025-12-31;en;en;"2022-12-31 20:32:16";https://cordis.europa.eu/project/id/101037319
news;95769;;"Construction Industry To Benefit From On-Line Virtual Enterprise";95769-construction-industry-to-benefit-from-online-virtual-enterprise;"Construction companies in the UK can now make use of new internet-based services that will enhance collaboration and teamwork within the whole European construction industry.";;;;;;en;en;"2005-09-27 13:17:47";https://cordis.europa.eu/article/id/95769-construction-industry-to-benefit-from-online-virtual-enterprise
project;241352;EOSC4Cancer;"A European-wide foundation to accelerate Data-driven Cancer Research";101058427;"Cancer complex nature requires integration of advanced research data across national boundaries to enable progress. Indeed, the Horizon Europe mission board for cancer has identified access to data, knowledge and digital services - accessible across the European Research Area...";;HORIZON.1.3,HORIZON.1.3.1;"/social sciences/educational sciences;/natural sciences/computer and information sciences/computational science;/medical and health sciences/clinical medicine/oncology;/natural sciences/biological sciences/ecology/ecosystems;/natural sciences/computer and information sciences/artificial intelligence/machine learning";2022-09-01;2025-02-28;en;en;"2022-09-12 15:24:09";https://cordis.europa.eu/project/id/101058427
project;224731;SOLOCLIM;"Solutions for outdoor climate adaptation";861119;"The aim of SOLOCLIM is to develop a doctoral training programme that enables young researchers to generate solutions for urban outdoor. The aim of SOLOCLIM is to develop a doctoral training programme that enables young researchers to generate solutions for urban outdoor...";;H2020-EU.1.3.,H2020-EU.1.3.1.;"/natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes";2019-10-01;2023-09-30;en;en;"2022-09-08 15:30:09";https://cordis.europa.eu/project/id/861119
pubsum;240116;;"Final Report Summary - RESPIRE 2 (REspiratory Science Promoted by International Research Exchanges 2)";600368_240116_PS;"ERS/EU RESPIRE2 POSTDOCTORAL MARIE-CURIE RESEARCH FELLOWSHIP PROGRAMME – SUMMARY (1 JULY 2013- 30 JUNE 2018) The European Respiratory Society (ERS – www.ersnet.org ) is an international organisation that brings together physicians, healthcare professionals, scientists and...";;FP7-PEOPLE;;;;en;en;"2018-10-05 10:02:20";https://cordis.europa.eu/project/id/600368/reporting
resultsPack;430165;;"Innovative research for a positive vision of the future of work";430165-innovative-research-for-a-positive-vision-of-the-future-of-work;"Following the huge disruption caused by COVID-19, combined with the ongoing digital and green transitions and high levels of socioeconomic challenges lingering on from the last economic crisis of the late 2000s, the future of work, workers and workplaces is currently right in the political spotlight. This CORDIS Results Pack features 11 EU-funded projects that have undertaken innovative research to help chart a way forward for the workplaces of tomorrow.";"Digital Economy,Society,Health";;;;;en;de,en,es,fr,it,pl;"2021-06-15 16:05:06";https://cordis.europa.eu/article/id/430165-innovative-research-for-a-positive-vision-of-the-future-of-work
deliverable;698041;;"Guidelines for territorial mapping";872873_3_DELIV;;;;;;;en;en;"2021-08-08 22:23:16";https://cordis.europa.eu/result/rcn/698041/en
deliverable;698042;;"Report on the identified needs";872873_9_DELIV;;;;;;;en;en;"2021-08-08 22:23:17";https://cordis.europa.eu/result/rcn/698042/en
