Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
project;225970;CHERRIES;"Constructing Healthcare Environments through Responsible Research Innovation and Entrepreneurship Strategies";872873;"The CHERRIES consortium, consisting of 12 renowned and EU-FP experienced universities, research organisations, SMEs, CSOs, healthcare organisations incl. a private hospital, business and innovation centres and regional authorities from seven European countries. The CHERRIES...";;H2020-EU.5.f.,H2020-EU.5.c.;"/medical and health sciences/health sciences/health care services";2020-01-01;2023-02-28;en;en;"2022-12-09 13:22:10";https://cordis.europa.eu/project/id/872873
pubsum;186749;;"Final Report Summary - CASCADE (Collaborative Action towards Societal Challenges through Awareness, Development, and Education)";609562_PS;"The EU’s Horizon 2020 research and innovation programme recognises the importance of internationalisation. Over the past few decades, new key players have emerged within the international landscape shifting the dominant position held by the EU towards emerging economies such...";;FP7-INCO;;;;en;en;"2016-07-12 14:35:11";https://cordis.europa.eu/project/id/609562/reporting
project;203260;SCENT;"Smart Toolbox for Engaging Citizens into a People-Centric Observation Web";688930;"Whilst citizen participation in environmental policy making is still in its infancy, there are signs of a growing level of interest. The majority of citizens, though, both as individuals and as groups often feel disengaged from influencing environmental policies. They also...";;H2020-EU.3.5.5.,H2020-EU.3.5.;"/social sciences/political sciences/political policies/civil society/nongovernmental organizations;/social sciences/sociology/governance/crisis management/flood risk management;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors;/natural sciences/computer and information sciences/artificial intelligence/machine learning;/social sciences/sociology/social issues/unemployment";2016-09-01;2019-08-31;en;en;"2022-08-17 17:48:22";https://cordis.europa.eu/project/id/688930
pubsum;196601;;"Final Report Summary - IREGIONS (Internet-based and mobile technologies for regions in the net economy)";230118_PS;"The penetration of the Internet to virtually all spheres of life leads to a new form of society and of economy: the Net Society and Net Economy. New needs and challenges have emerged for research, business and industry: The iRegions project addressed those challenges within...";;FP7-REGIONS;;;;en;en;"2017-03-29 18:46:07";https://cordis.europa.eu/project/id/230118/reporting
project;210055;InSPIRES;"Ingenious Science shops to promote Participatory Innovation, Research and Equity in Science.";741677;"InSPIRES brings together practitioners and experts from across and beyond Europe to co-design, jointly pilot, implement and roll out innovative models for Science Shops (SS). The InSPIRES models integrate Responsible Research and Innovation, Open Science and Impact Evaluation...";;H2020-EU.5.f.,H2020-EU.5.c.;"/natural sciences/computer and information sciences/data science;/natural sciences/computer and information sciences/databases;/natural sciences/biological sciences/genetics/DNA;/social sciences/political sciences/political policies/civil society;/social sciences/sociology/demography/human migrations";2017-04-01;2021-06-30;en;en;"2022-10-19 15:04:02";https://cordis.europa.eu/project/id/741677
project;220241;ACTION;"Participatory science toolkit against pollution";824603;"ACTION will transform the way we do citizen science (CS) today: from a mostly scientist-led process to a more participatory, inclusive, citizen-led one, which acknowledges the diversity of the CS landscape and of the challenges CS teams have to meet as their project evolves...";;H2020-EU.5.c.;"/social sciences/sociology/social issues;/natural sciences/earth and related environmental sciences/environmental sciences/pollution;/social sciences/political sciences/political policies/civil society";2019-02-01;2022-01-31;en;en;"2022-10-07 13:52:56";https://cordis.europa.eu/project/id/824603
project;220371;MICS;"Developing metrics and instruments to evaluate citizen science impacts on the environment and society";824711;"THE MICS project brings together a transdisciplinary team to address a scientific and policy priority area where citizen science has the potential to promote a paradigm shift. Nature-based solutions (NBSs) are actions to protect, sustainably manage and restore natural or...";;H2020-EU.5.c.;"/social sciences/political sciences/government systems/democracy;/natural sciences/biological sciences/ecology/ecosystems;/social sciences/political sciences/political policies/civil society";2019-01-01;2022-07-31;en;en;"2022-08-25 13:35:56";https://cordis.europa.eu/project/id/824711
project;203387;"Ground Truth 2.0";"Ground Truth 2.0 - Environmental knowledge discovery of human sensed data";689744;"Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge...";;H2020-EU.3.5.5.,H2020-EU.3.5.;"/social sciences/sociology/governance;/social sciences/political sciences/political policies/civil society/nongovernmental organizations;/natural sciences/earth and related environmental sciences/hydrology;/social sciences/economics and business/business and management/business models;/engineering and technology/environmental engineering/natural resources management";2016-09-01;2019-12-31;en;en;"2022-08-17 09:44:18";https://cordis.europa.eu/project/id/689744
brief;435874;;"A bootcamp model to accelerate community science";435874-a-bootcamp-model-to-accelerate-community-science;"An innovative programme of training and mentoring has empowered 16 citizen science initiatives across Europe, with lessons for organisers on how to support these types of projects.";Society;H2020-EU.5.c.;;;;en;bg,cs,da,de,el,en,es,et,fi,fr,ga,hr,hu,it,lt,lv,mt,nl,pl,pt,ro,sk,sl,sv;"2022-03-29 15:50:15";https://cordis.europa.eu/article/id/435874-a-bootcamp-model-to-accelerate-community-science
pubsum;171981;;"Final Report Summary - PLACES (Platform of Local Authorities and Cities Engaged in Science)";244449_PS;"Executive Summary:PLACES Networks partners developed a common platform for a wide and diverse community of actors to promote the cooperation in their science communication activities, and to develop science communication policies at city/regional level. Over four years, 67...";;FP7-SIS;;;;en;en;"2015-10-05 10:24:08";https://cordis.europa.eu/project/id/244449/reporting
project;193188;AtlantOS;"Optimizing and Enhancing the Integrated Atlantic Ocean Observing System";633211;"The overarching objective of AtlantOS is to achieve a transition from a loosely-coordinated set of existing ocean observing activities to a sustainable, efficient, and fit-for-purpose Integrated Atlantic Ocean Observing System (IAOOS), by defining requirements and systems...";;H2020-EU.3.5.,H2020-EU.3.2.;"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/control systems;/social sciences/economics and business;/engineering and technology/electrical engineering, electronic engineering, information engineering/information engineering/telecommunications/telecommunications networks/data networks";2015-04-01;2019-09-30;en;en;"2022-08-17 23:54:44";https://cordis.europa.eu/project/id/633211
pubsum;213819;;"Final Report Summary - PE2020 (PE2020 – Public Engagement Innovations for Horizon 2020)";611826_PS;"PE2020 identified, analysed and refined innovative public engagement (PE) tools and instruments for dynamic governance in the field of Science in Society (SiS). PE2020 continued the work began in the MASIS project (2010-2012) by going deeper in analysing the dynamics of PE...";;FP7-SIS;;;;en;en;"2018-02-14 17:11:38";https://cordis.europa.eu/project/id/611826/reporting
pubsum;237922;;"Final Report Summary - TRANSMANGO (Assessment of the impact of drivers of change on Europe's food and nutrition security)";613532_PS;"TRANSMANGO  aimed at obtaining a comprehensive picture of the effects of the global drivers of change on European and global food demand and on raw material production. The research focused on the vulnerability and resilience of European food systems in a context of...";;FP7-KBBE;;;;en;en;"2018-07-25 16:00:44";https://cordis.europa.eu/project/id/613532/reporting
project;212220;SOPHIE;"Seas, Oceans and Public Health in Europe (SOPHIE): a Strategic Research Agenda for Europe and Beyond";774567;"A Growing body of evidence indicates that the marine environment and human health are inextricably linked. These linkages encompass both risks to health and wellbeing, and a range of potential benefits and opportunities. However, much of this early evidence has been...";;H2020-EU.3.2.5.,H2020-EU.3.2.;"/medical and health sciences/health sciences/public health;/engineering and technology/environmental engineering/energy and fuels/renewable energy;/natural sciences/earth and related environmental sciences/environmental sciences/pollution;/social sciences/political sciences/political policies/civil society";2017-12-01;2020-05-31;en;en;"2022-08-18 10:30:24";https://cordis.europa.eu/project/id/774567
programme;707637;;"The role of environmental pollution in non-communicable diseases: air, noise and light and hazardous waste pollution";HORIZON_HORIZON-HLTH-2024-ENVHLTH-02-06-two-stage;"The European Green Deal set out by the European Commission recognises that man-made environmental pollution is an increasing threat for human health and wellbeing. Opinion polls[[ E.g. Eurobarometer 501 – 2020...";;;;;;en;en;"2022-11-24 12:26:02";https://cordis.europa.eu/programme/id/HORIZON_HORIZON-HLTH-2024-ENVHLTH-02-06-two-stage
pubsum;197037;;"Final Report Summary - IRRESISTIBLE (Including Responsible Research and innovation in cutting Edge Science and Inquiry-based Science education to improve Teacher's Ability of Bridging Learning Environments)";612367_PS;"Irresistible Project objectives, In this project 14 partners worked together to raise awareness to Responsible Research and Innovation through Inquiry Based Science Education. In order to do this, Universities worked together with Science Centers and Schools. Within the...";;FP7-SIS;;;;en;en;"2017-04-07 11:49:49";https://cordis.europa.eu/project/id/612367/reporting
pubsum;144016;;"Final Report Summary - COMENVIR (Communicating environmental impacts on water quality, availability and use)";226919_PS;"Executive Summary: ComEnvir was part of the theme 6 Environment (including Climate Change) programme of the FP7 Cooperation Work Programme. The project focussed on sub-activity 6.5.1: “Dissemination and Horizontal activities”, and more specifically on the “Development of...";;FP7-ENVIRONMENT;;;;en;en;"2014-06-27 10:00:12";https://cordis.europa.eu/project/id/226919/reporting
pubsum;186956;;"Final Report Summary - PERSEUS (Policy-oriented marine Environmental Research in the Southern EUropean Seas)";287600_PS;"The PERSEUS project created an effective and innovative research-based governance framework able to bring together the scientists and decision-makers and the public to support the Good Environmental Status (GES) across the Mediterranean and the Black Sea (Southern European...";;FP7-ENVIRONMENT;;;;en;en;"2016-07-14 12:00:52";https://cordis.europa.eu/project/id/287600/reporting
project;232470;"STEP CHANGE";"Science Transformation in EuroPe through Citizens involvement in HeAlth, coNservation and enerGy rEsearch";101006386;"STEP CHANGE (Science Transformation in EuroPe through Citizens involvement in HeAlth, coNservation and enerGy rEsearch) replies to the H2020 Topic SwafS 27 on “Hands-on citizen science and frugal innovation”, Sub-topic A, citizen science. The project, coordinated by the...";;H2020-EU.5.;"/engineering and technology/environmental engineering/energy and fuels/renewable energy;/medical and health sciences/health sciences/infectious diseases;/medical and health sciences/clinical medicine/hepatology;/agricultural sciences/agriculture, forestry, and fisheries/agriculture;/social sciences/political sciences/political policies/civil society";2021-03-01;2024-02-29;en;en;"2022-11-09 20:16:17";https://cordis.europa.eu/project/id/101006386
programme;706831;;"Citizen science for soil health";HORIZON_HORIZON-MISS-2022-SOIL-01-09;"Citizen science is an important vehicle in bringing science to the people and promoting the goal of universal and equal access to scientific data and information. For example, there is a tremendous potential to foster education and learning opportunities through the...";;;;;;en;en;"2022-06-27 15:54:04";https://cordis.europa.eu/programme/id/HORIZON_HORIZON-MISS-2022-SOIL-01-09
project;216166;GRECO;"Fostering a Next Generation of European Photovoltaic Society through Open Science";787289;"GRECO proposal faces the specific challenge of putting Open Science into action in a research project concerning Photovoltaic (PV) Energy Research.  Photovoltaics is a realistic R&D area in which to set up and operationalize an Open Science demonstrator. By adopting the model...";;H2020-EU.5.d.,H2020-EU.5.c.,H2020-EU.5.e.;"/social sciences/political sciences/political policies/civil society";2018-06-01;2021-05-31;en;en;"2022-09-04 01:24:49";https://cordis.europa.eu/project/id/787289
project;226277;WeCount;"WeCount: Citizens Observing UrbaN Transport";872743;"WeCount aims to empower citizens to take a leading role in the production of data, evidence and knowledge around mobility in their own neighborhoods, and at street level. The project will follow participatory citizen science methods to co-create and use innovative low cost...";;H2020-EU.5.c.;"/social sciences/political sciences/political communication;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors;/natural sciences/earth and related environmental sciences/environmental sciences/pollution;/social sciences/political sciences/political policies/civil society;/social sciences/social geography/transport";2019-12-01;2021-11-30;en;en;"2022-09-08 15:49:38";https://cordis.europa.eu/project/id/872743
brief;435876;;"Community science rides the escalator of public engagement";435876-community-science-rides-the-escalator-of-public-engagement;"Too often, science public communication programmes are didactic in nature. To help generate genuine engagement, the EU-funded DITOs project launched two-way discussions to inspire the public and influence policy.";Society;H2020-EU.5.c.;;;;en;bg,cs,da,de,el,en,es,et,fi,fr,ga,hr,hu,it,lt,lv,mt,nl,pl,pt,ro,sk,sl,sv;"2022-03-29 15:50:15";https://cordis.europa.eu/article/id/435876-community-science-rides-the-escalator-of-public-engagement
brief;435878;;"Could open science help spark the photovoltaic generation?";435878-could-open-science-help-spark-the-photovoltaic-generation;"Focusing on transformative solar technologies, GRECO demonstrates that successfully embedding open science in research and development relies on making clear its benefit to both technology itself and its transfer to society.";Society;H2020-EU.5.d.,H2020-EU.5.c.,H2020-EU.5.e.;;;;en;bg,cs,da,de,el,en,es,et,fi,fr,ga,hr,hu,it,lt,lv,mt,nl,pl,pt,ro,sk,sl,sv;"2022-03-29 15:50:15";https://cordis.europa.eu/article/id/435878-could-open-science-help-spark-the-photovoltaic-generation
brief;435877;;"Crowdsourced tools sniff out the location of nasty odours";435877-crowdsourced-tools-sniff-out-the-location-of-nasty-odours;"Combining smart technology with odour monitoring techniques and a lot of nostrils, D-NOSES pushes the under-regulated blight of odour pollution up the environmental and policy agendas.";Society;H2020-EU.5.f.;;;;en;bg,cs,da,de,el,en,es,et,fi,fr,ga,hr,hu,it,lt,lv,mt,nl,pl,pt,ro,sk,sl,sv;"2022-03-29 15:50:15";https://cordis.europa.eu/article/id/435877-crowdsourced-tools-sniff-out-the-location-of-nasty-odours
