Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
programme;707532;;"European partnership on accelerating farming systems transition – agroecology living labs and research infrastructures";HORIZON_HORIZON-CL6-2023-FARM2FORK-01-1;"The European partnership on ‘Accelerating farming systems transition: agroecology living labs and research infrastructures’ is one of the actions included in the farm to fork strategy, which calls for the promotion of agroecology as one of the sustainable farming...";;;;;;en;en;"2022-11-08 17:42:58";https://cordis.europa.eu/programme/id/HORIZON_HORIZON-CL6-2023-FARM2FORK-01-1
news;135727;;"Enhancing eHealth, Active Ageing and Independent Living project results towards H2020";135727-enhancing-ehealth-active-ageing-and-independent-living-project-results-towards-h2020;"A remarkable number of results have been generated by research and innovation projects in the domains of eHealth, Active Ageing and Independent Living. HAIVISIO project aims at helping those projects to set a common strategy for joint dissemination and exploitation activities, through the organization of events and training courses and the facilitation of an online community.";;;;;;en;en;"2013-12-16 14:32:33";https://cordis.europa.eu/article/id/135727-enhancing-ehealth-active-ageing-and-independent-living-project-results-towards-h2020
pubsum;891369;;"Periodic Reporting for period 1 - B-WaterSmart (Accelerating Water Smartness in Coastal Europe)";869171_PS;"Coastal areas are at the forefront of climate change adaptation efforts, undergoing rapid development with growing and conflicting demands on the natural resources, in particular water. But rapid development may also offer windows of opportunities for significant systemic...";;H2020-EU.3.5.,H2020-EU.3.5.4.,H2020-EU.3.5.2.2.;;;;en;en;"2022-11-16 16:14:52";https://cordis.europa.eu/project/id/869171/reporting
pubsum;863654;;"Periodic Reporting for period 1 - ICG68-PROG (Imaging of c-Met aberrant cancers with Gallium-68 chelators for positron emission tomography)";893784_PS;"Aberrant hepatocyte growth factor/hepatocyte growth factor receptor (HGFR or c-Met) signalling is involved in the development of several tumor types. Monitoring of c-Met expression in real time will assist in the diagnosis and in the monitoring of response to therapy. The...";;H2020-EU.1.3.,H2020-EU.1.3.2.;;;;en;en;"2022-09-22 15:50:36";https://cordis.europa.eu/project/id/893784/reporting
pubsum;228463;;"Periodic Reporting for period 2 - UrBAN-WASTE (Urban strategies for Waste Management in Tourist Cities)";690452_PS;"The URBAN-WASTE project aimed at developing eco-innovative and gender sensitive waste prevention and management strategies in cities with high levels of tourism in order to reduce the urban waste production and improve municipal waste management. These strategies are intended...";;H2020-EU.3.5.,H2020-EU.3.5.4.;;;;en;en;"2019-11-13 11:22:22";https://cordis.europa.eu/project/id/690452/reporting
pubsum;186833;;"Final Report Summary - ENVIEVAL (Development and application of new methodological frameworks for the evaluation of environmental impacts of rural development programmes in the EU)";312071_PS;"Evaluations of environmental impacts of RDPs are characterized by a number of methodological challenges. Robust counterfactuals are critical to enable a clear attribution of observed environmental changes to implemented policy measures and programmes. This requires the...";;FP7-KBBE;;;;en;en;"2016-07-13 16:05:10";https://cordis.europa.eu/project/id/312071/reporting
project;96485;CILMI;"Computational Intelligence in Lifestyle Management Infrastructure";247620;"Influenced by the developments in information and communication technologies and pressured by the dramatic changes in demographics in our societies, health care is and must be transforming to remain viable and of high quality. An important element in such changing health care...";;FP7-PEOPLE;"/natural sciences/computer and information sciences/data science;/natural sciences/computer and information sciences/software;/medical and health sciences/basic medicine/neurology/dementia/alzheimer;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/control systems/home automation;/natural sciences/computer and information sciences/artificial intelligence/computational intelligence";2010-10-01;2014-01-31;en;en;"2019-08-01 19:09:54";https://cordis.europa.eu/project/id/247620
project;103039;SCOPE;"Stress and Coping among Portuguese Police Officers";303880;"Police work has been identified as one of society´s most stressful occupations. The exposure to stressors over time can lead to several problems to the individual (physical and psychological health) as well as to the police force and other citizens. It is therefore crucial to...";;FP7-PEOPLE;"/social sciences/educational sciences;/social sciences/psychology;/natural sciences/computer and information sciences/software/software applications/virtual reality";2012-04-01;2016-03-31;en;en;"2017-05-22 11:36:03";https://cordis.europa.eu/project/id/303880
pubsum;204906;;"Periodic Reporting for period 2 - Mobile-Age (Mobile Age)";693319_PS;"Mobile-Age was a Horizon 2020 project running between Feb 2016 and Jan 2019. It explored, co-created and implemented accessible digital services for older adults. This addresses the facts that while internet usage increases significantly, Europe’s growing segment of older...";;H2020-EU.3.6.;;;;en;en;"2019-12-20 11:22:31";https://cordis.europa.eu/project/id/693319/reporting
pubsum;194555;;"Final Report Summary - EUROTRANSMEDIA (Gathering media clusters to bridge digital content with emerging technologies)";319964_PS;"Ten years ago, the media industry was a conglomerate of isolated areas: cinema, TV, games, advertising, music, and web. Three phenomena have deeply shaken the media and the cultural industries: the dematerialization of contents, the durable transformation of consuming habits...";;FP7-REGIONS;;;;en;en;"2017-02-08 15:04:27";https://cordis.europa.eu/project/id/319964/reporting
pubsum;168985;;"Final Report Summary - LUNGCARD (Point-of-care blood device for fast and reliable prediction of drug response in non- small-cell lung carcinoma patients from blood samples)";315586_PS;"Executive Summary:The partnersThe LungCARD Consortium is composed by SMEs with a significant experience in their respective fields.◦ STAB Vida: extensive expertise on DNA-based diagnostics.◦ MicroLIQUID: SME manufacturer of micro fluidic chip.◦ Moltech: manufacturer of...";;FP7-SME;;;;en;en;"2015-08-25 10:32:13";https://cordis.europa.eu/project/id/315586/reporting
project;212491;SciRoc;"European Robotics League plus Smart Cities Robot Competitions";780086;"Smart cities offer a unique opportunity to demonstrate the benefits of using a variety of robotic applications in different living contexts for all European citizens.  SciRoc will call for leading European robotics developers from European companies and research labs to send...";;H2020-EU.2.1.1.;"/engineering and technology/civil engineering/urban engineering/smart cities;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/robotics";2018-02-01;2022-07-31;en;en;"2022-12-31 18:38:14";https://cordis.europa.eu/project/id/780086
project;223273;SHELTER;"Sustainable Historic Environments hoListic reconstruction through Technological Enhancement and community based Resilience";821282;"Over the last decades, as a consequence of the effects of climate change, cultural heritage has been impacted by an increasing number of climate related hazards, posing new challenges to conservators and heritage managers. SHELTER aims at developing a data driven and community...";;H2020-EU.3.5.6.,H2020-EU.3.5.,H2020-EU.3.5.1.2.;"/social sciences/sociology/governance/crisis management;/natural sciences/earth and related environmental sciences/physical geography/natural disasters;/natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes";2019-06-01;2023-05-31;en;en;"2022-04-05 17:07:24";https://cordis.europa.eu/project/id/821282
story;147384;;"EVERYAWARE: Measuring your way to a healthier environment";147384-everyaware-measuring-your-way-to-a-healthier-environment;"Air and noise pollution are among the most insidious threats to our health. But what if we could monitor both from our smartphones? The AirProbe and Widenoise apps, developed by an EU-funded research project called EVERYAWARE, have made this possible. Partners from Belgium, Germany, Italy and the UK have developed this system to increase people’s awareness of their environment.";;FP7-ICT;;;;en;de,en,es,fr,it,pl;"2014-08-07 12:25:23";https://cordis.europa.eu/article/id/147384-everyaware-measuring-your-way-to-a-healthier-environment
news;96038;;"Help For SMEs In Assessing Environmental Impact";96038-help-for-smes-in-assessing-environmental-impact;"Small and medium sized enterprises (SMEs) can now assess the environmental impact of their products thanks to a pan-European project made possible by EU funding.";;;;;;en;en;"2005-09-27 13:18:14";https://cordis.europa.eu/article/id/96038-help-for-smes-in-assessing-environmental-impact
pubsum;56061;;"Final Report Summary - ENRI-EAST (Interplay of European, National and Regional Identities: nations between states along the new eastern borders of the European Union)";217227_PS;"Executive summary: 

 The ENRI-EAST study was aimed at a deeper understanding of the ways in which the modern European identities and regional cultures are formed and inter-communicated in the Eastern part of the European continent. The project addresses both macro and micro i...";;FP7-SSH;;;;en;en;"2013-01-18 00:00:00";https://cordis.europa.eu/project/id/217227/reporting
projectDescription;410698;;"Big data collection may streamline timely surveillance of public health threats";410698-big-data-collection-may-streamline-timely-surveillance-of-public-health-threats;;;;;;;en;de,en,es,fr,it,pl;"2020-03-30 16:30:00";https://cordis.europa.eu/article/id/410698-big-data-collection-may-streamline-timely-surveillance-of-public-health-threats
programme;664577;;"Climate change mitigation options";H2020_SC5-05a-2014;"Specific challenge:The pace of current developments and uncertainties surrounding likely future trends requires further steps to maintain and strengthen the evidence base to ensure that policy makers, businesses and citizens in the EU can continue to draw on a sound...";;;;;;en;en;"2015-03-25 12:00:00";https://cordis.europa.eu/programme/id/H2020_SC5-05a-2014
project;89917;NANOMMUNE;"Comprehensive assessment of hazardous effects of engineered nanomaterials on the immune system";214281;"Engineered nanomaterials (ENs) present tremendous opportunities for industrial growth and development, and hold great promise for the enrichment of the lives of citizens, in medicine, electronics, and numerous other areas. However, there are considerable gaps in our knowledge...";;FP7-NMP;"/medical and health sciences/basic medicine/immunology;/engineering and technology/nanotechnology/nano-materials";2008-09-01;2011-08-31;en;en;"2019-07-16 18:33:52";https://cordis.europa.eu/project/id/214281
brief;417976;;"BIOSEC questions security-inspired conservation strategies";417976-biosec-questions-security-inspired-conservation-strategies;"The integration between security and conservation is growing stronger every year, but is it really a good thing? The ERC-funded BIOSEC project questions common beliefs, and its conclusions suggest more caution is needed in decision making linking the two problems.";"Climate Change and Environment";H2020-EU.1.1.;;;;en;de,en,es,fr,it,pl;"2020-05-07 17:44:06";https://cordis.europa.eu/article/id/417976-biosec-questions-security-inspired-conservation-strategies
news;96259;;"Mathematics Could Help The Fight Against Crime";96259-mathematics-could-help-the-fight-against-crime;"The ability of mathematics to explore, properly formulate and provide solutions to problems could help in the fight against crime.";;;;;;en;en;"2005-09-27 13:18:45";https://cordis.europa.eu/article/id/96259-mathematics-could-help-the-fight-against-crime
news;113909;;"The Baltic Sea Region as a Green Valley and Health region";113909-the-baltic-sea-region-as-a-green-valley-and-health-region;"The ScanBalt Academy today in Kalmar discussedthe ecology of the Baltic Sea prior to the official opening tomorrow of the 8th ScanBalt Forum. Ecology of the Baltic Sea is a key issue of the recently released EU Baltic Sea Region strategy as shared actions are necessary in order to promote a cleaner environment rich in plant and animal life and without risks for humans.";;;;;;en;en;"2009-10-09 10:35:01";https://cordis.europa.eu/article/id/113909-the-baltic-sea-region-as-a-green-valley-and-health-region
pubsum;219949;;"Periodic Reporting for period 2 - INSPIRE (INterdiSciPlinarity and excellence for doctoral training of International REsearchers in Paris)";665850_PS;"The COFUND INSPIRE action commenced on October 1st, 2015, for a duration of five years, with the three stated objectives to 1) attract high-quality international candidates from a wide range of countries, 2) to provide high-quality collaborations at an international level and...";;H2020-EU.1.3.4.,H2020-EU.1.3.;;;;en;en;"2022-09-27 17:37:35";https://cordis.europa.eu/project/id/665850/reporting
pubsum;716577;;"Periodic Reporting for period 1 - RESBIOS (RESponsible research and innovation grounding practices in BIOSciencies)";872146_PS;"In contemporary societies, we are witnessing a decrease in the social prestige of all institutions, which also involves people’s trust in science. At the same time, the significance of science in social and economic life is paradoxically increasing, thanks to cutting-edge...";;H2020-EU.5.f.;;;;en;en;"2021-10-08 23:08:01";https://cordis.europa.eu/project/id/872146/reporting
pubsum;158926;;"Final Report Summary - PHS FORESIGHT (Personal Health Systems Foresight)";305801_PS;"Personal health system (PHS) technologies can enhance public and private health service delivery and provide new business opportunities in Europe and globally. Although plenty of PHS technology has already been developed and is potentially available to...";;FP7-HEALTH;;;;en;en;"2015-04-16 18:29:01";https://cordis.europa.eu/project/id/305801/reporting
pubsum;140966;;"Final Report Summary - NEMO (Novel high-performance enzymes and micro-organisms for conversion of lignocellulosic biomass to bioethanol)";222699_PS;"NEMO: Novel high-performance enzymes and micro-organisms for conversion of lignocellulosic biomass to bioethanol (EC project no 222699)The NEMO project was carried out by 20 European partners during the years 2009-2013. The project focused especially...";;FP7-KBBE;;;;en;en;"2014-07-08 17:01:48";https://cordis.europa.eu/project/id/222699/reporting
pubsum;183976;;"Final Report Summary - MEDTECHTA (Methods for Health Technology Assessment of Medical Devices: a European Perspective)";305694_PS;"It has been claimed that special characteristics of medical devices raise additional challenges which require the HTA community to reflect on whether the current methods are adequate. Three major  features of devices deserve special attention: (i) the...";;FP7-HEALTH;;;;en;en;"2016-06-03 11:01:54";https://cordis.europa.eu/project/id/305694/reporting
pubsum;53394;;"Periodic Report Summary 1 - MIDAS (The Development and Validation of a Rapid Millifluidic DNA analysis system for forensic casework samples)";242345_53394_PS;"Project context and objectives: 

 The MIDAS project was set up to deliver a self-contained, portable instrument to produce deoxyribonucleic acid (DNA) database compatible results from crime samples in two hours. Automated processes for DNA analysis of large numbers of...";;FP7-SECURITY;;;;en;en;"2013-01-18 00:00:01";https://cordis.europa.eu/project/id/242345/reporting
project;194347;PQCRYPTO;"Post-quantum cryptography for long-term security";645622;"Online banking, e-commerce, telemedicine, mobile communication, and cloud computing depend fundamentally on the security of the underlying cryptographic algorithms. Public-key algorithms are particularly crucial since they provide digital signatures and establish secure...";;H2020-EU.2.1.1.;"/natural sciences/computer and information sciences/software;/natural sciences/computer and information sciences/internet;/natural sciences/computer and information sciences/computer security/cryptography;/social sciences/economics and business/business and management/commerce/e-commerce;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/computer hardware/quantum computers";2015-03-01;2018-02-28;en;en;"2022-08-10 17:06:35";https://cordis.europa.eu/project/id/645622
pubsum;214004;;"Final Report Summary - IDEA (Identification, homing and monitoring of therapeutic cells for regenerative medicine – Identify, Enrich, Accelerate)";279288_PS;"IDEA, “Identification, Enrichment and Acceleration”, is a multidisciplinary collaborative project aiming to develop new tools for regenerative medicine. Establishing regenerative medicine in the clinic is currently hampered by several limitations that are associated with...";;FP7-HEALTH;;;;en;en;"2018-01-15 17:25:38";https://cordis.europa.eu/project/id/279288/reporting
pubsum;175545;;"Final Report Summary - PLASMANANOSMART (Plasma- and electron beam-assisted nanofabrication of two-dimensional (2D) substrates and three-dimensional (3D) scaffolds with artificial cell-instructive niches for vascular and bone implants)";327701_PS;"Please see attached PDF file including the complete report and pictures.Novel biomaterials fabrication, their surface modification and functionalization followed by in vitro and in vivo studies analyses of the tissue regeneration processes were done in the frames of the...";;FP7-PEOPLE;;;;en;en;"2016-01-26 10:02:27";https://cordis.europa.eu/project/id/327701/reporting
project;222846;RADIOFREPOLIS;"An Innovative and Energy-Efficient Radio Frequency Pretreatment on Emerging Micropollutants and Transformation Products in Anaerobic Sludge Digestion for Waste Reuse";843320;"Sludge management in wastewater treatment plants is still one of the most pressing issues due to dramatic increases in sludge production, disposal costs and increasing stringent regulatory restraints. As the most sustainable and cheapest disposal option, agricultural use of...";;H2020-EU.1.3.,H2020-EU.1.3.2.;"/engineering and technology/electrical engineering, electronic engineering, information engineering/information engineering/telecommunications/radio technology/radio frequency;/engineering and technology/environmental engineering/water treatment processes/wastewater treatment processes;/engineering and technology/environmental biotechnology/bioremediation/bioreactors;/engineering and technology/environmental engineering/energy and fuels/renewable energy;/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs";2019-08-01;2023-10-31;en;en;"2022-08-10 18:12:10";https://cordis.europa.eu/project/id/843320
brief;430195;;"How early childhood empathy can shape attitudes to nature";430195-how-early-childhood-empathy-can-shape-attitudes-to-nature;"Debates are ongoing about how we can positively transform our relationship with the environment, including with other animals. ChildEmp looked at how children in the Amazonian rainforest develop empathy with non-human entities, to suggest educational approaches.";Society;H2020-EU.1.3.,H2020-EU.1.3.2.;;;;en;de,en,es,fr,it,pl;"2021-06-12 00:55:59";https://cordis.europa.eu/article/id/430195-how-early-childhood-empathy-can-shape-attitudes-to-nature
news;127055;;"Robust Autonomous Sensors to Revolutionise Marine Monitoring";127055-robust-autonomous-sensors-to-revolutionise-marine-monitoring;"With the COMMON SENSE project now in its final year, impressive progress is being made towards achieving the project’s aims of developing low cost sensors that will revolutionise current marine monitoring strategies.";;;;;;en;en;"2016-05-18 16:15:55";https://cordis.europa.eu/article/id/127055-robust-autonomous-sensors-to-revolutionise-marine-monitoring
pubsum;648820;;"Periodic Reporting for period 2 - RECIPES (REconciling sCience, Innovation and Precaution through the Engagement of Stakeholders)";824665_PS;"The precautionary principle guides decision-makers faced with risks, scientific uncertainty and public concerns. As a general principle of EU law, it allows decision-makers to adopt precautionary measures, despite a situation of scientific uncertainty about, for instance...";;H2020-EU.5.g.;;;;en;en;"2022-11-25 15:57:24";https://cordis.europa.eu/project/id/824665/reporting
deliverable;853370;;"Digital tools for science park activity packages";820751_31_DELIV;;;;;;;en;en;"2022-07-22 11:20:29";https://cordis.europa.eu/result/rcn/853370/en
pubsum;352141;;"Periodic Reporting for period 2 - BEST (Postdoctoral Programme in Bioengineering Excellence Scientific Training)";712754_PS;"The Institute of Bioengineering of Catalonia (IBEC, www.ibecbarcelona.eu/) is a leading-edge multidisciplinary research centre based in Barcelona that conducts excellent interdisciplinary research at the frontiers of engineering and life sciences in order to generate new...";;H2020-EU.1.3.4.,H2020-EU.1.3.;;;;en;en;"2022-07-22 14:24:44";https://cordis.europa.eu/project/id/712754/reporting
project;229209;CONEXUS;"CO-producing Nature-based solutions and restored Ecosystems: transdisciplinary neXus for Urban Sustainability";867564;"Cities and regions in Europe (EU) and Community of Latin American & Caribbean States (CELAC) face shared and urgent global-local challenges to integrate practical actions with strategies to achieve greater inclusion, biodiversity, climate change adaptation and environmental...";;H2020-EU.3.5.,H2020-EU.3.5.4.,H2020-EU.3.5.1.,H2020-EU.3.5.2.;"/social sciences/sociology/governance;/natural sciences/biological sciences/ecology/ecosystems;/natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes";2020-09-01;2024-08-31;en;en;"2022-12-09 13:54:23";https://cordis.europa.eu/project/id/867564
project;90191;EIPOD;"European Molecular Biology Laboratory Interdisciplinary Postdocs";229597;"The European Molecular Biology Laboratory (EMBL) has a strong tradition in promoting interdisciplinary basic research in molecular biology. With 93 laboratories in eight Research Units at five facilities in four European countries, working on topics ranging from structural to...";;FP7-PEOPLE;;2009-12-01;2014-11-30;en;en;"2022-09-03 22:38:23";https://cordis.europa.eu/project/id/229597
programme;664576;;"Improving the air quality and reducing the carbon footprint of European cities";H2020_SC5-04-2015;"Specific challenge: The majority of the European population lives in urban environments where citizens are frequently exposed to levels of air pollutants exceeding the limit values established by the European directives. The sources of pollution in cities are mainly linked to...";;;;;;en;en;"2015-03-25 12:00:00";https://cordis.europa.eu/programme/id/H2020_SC5-04-2015
