Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
pubsum;833904;;"Periodic Reporting for period 1 - ZATE (ZnAnosT za vsE (Research for all))";101036173_PS;"Project acronym ZATE, in English translation, means “For you” which reminds us that all the science efforts are dedicated to the welfare and well-being of each of us, which makes researchers heroes of society.Main idea is to build the bridge to future generations of...";;H2020-EU.1.3.,H2020-EU.1.3.5.;;;;en;en;"2022-05-16 15:32:54";https://cordis.europa.eu/project/id/101036173/reporting
pubsum;54950;;"Final Report Summary - ENCITE (European Network for Cell Imaging and Tracking Expertise)";201842_PS;"The European Network for Cell Imaging and Tracking Expertise (ENCITE) has been a strong collaboration of 29 project partners from eleven countries, working together within a multi-disciplinary project of nine disciplines with the task of seeking solutions to cell imaging and...";;FP7-HEALTH;;;;en;en;"2013-03-01 00:02:53";https://cordis.europa.eu/project/id/201842/reporting
pubsum;49549;;"Final Report Summary - BEN-DET (Improved air pollution and worker exposure monitoring and control through the development of a near real time benzene specific gas analysis & measurement instrument)";508107_PS;"While being state of the art, many of the methods for detecting benzene levels were time consuming and expensive. Many could not be used in potentially explosive situations without endangering lives, thus the negative aspects led to scientific research / development into other...";;FP6-SME;;;;en;en;"2011-04-14 00:00:00";https://cordis.europa.eu/project/id/508107/reporting
programme;643;;"Programme for research, technological development and demonstration on ""Energy, environment and sustainable development, 1998-2002""";FP5-EESD;;;;;1998-01-01;2002-12-31;en;de,en,es,fr,it;"2014-03-05 10:00:01";https://cordis.europa.eu/programme/id/FP5-EESD
project;224210;"FINEST TWINS";"Establishment of Smart City Center of Excellence";856602;"The FINEST Twins project will build a multidisciplinary smart-city Center of Excellence (CoE) that mobilises all leading smart city actors and stakeholders in Estonia and establishes solid long-term high-level research, knowledge-transfer and innovation partnerships with the...";;H2020-EU.4.a.;"/engineering and technology/civil engineering/urban engineering/smart cities;/social sciences/sociology/governance;/social sciences/economics and business/business and management/entrepreneurship";2019-12-01;2026-11-30;en;en;"2022-09-22 16:46:25";https://cordis.europa.eu/project/id/856602
project;199322;NOTRE;"Network for sOcial compuTing REsearch (NOTRE)";692058;"The vision of NOTRE is to develop a network that will strengthen and enhance the potential of the newly established Social Computing Research Centre (SCRC) at the Cyprus University of Technology (CUT) for stimulating scientific excellence and innovation capacity in the area of...";;H2020-EU.4.b.;"/natural sciences/computer and information sciences/software/software applications/virtual reality;/social sciences/political sciences";2016-01-01;2018-12-31;en;en;"2022-08-15 12:18:23";https://cordis.europa.eu/project/id/692058
news;135418;;"A communication agency get rewarded for its work on different EU projects";135418-a-communication-agency-get-rewarded-for-its-work-on-different-eu-projects;"Paris, France: On 31st May 2017, the Sparks & Co communication agency dedicated to European research and innovation was rewarded ""Consultancy of the year 2017"" at the European Excellence Awards in Public Affairs 2017 in Brussels.";;;;;;en;en;"2017-06-20 17:15:51";https://cordis.europa.eu/article/id/135418-a-communication-agency-get-rewarded-for-its-work-on-different-eu-projects
project;200189;"THALEA II";"THALEA II - Telemonitoring and Telemedicine for Hospitals Assisted by ICT for Life saving co-morbid patients in Europe As part of a Patient personalised care program of the EU";689041;"Public procurement of innovative solutions (PPI) shortens the route to market, sets free the potential of early adopters to implement an innovation and enables public procurers to efficiently answer market demands of innovative products.THALEA II is the first follow-up PPI in...";;H2020-EU.3.1.,H2020-EU.3.1.4.;"/medical and health sciences/clinical medicine/critical care medicine;/social sciences/economics and business/business and management/employment";2016-06-01;2021-06-30;en;en;"2022-09-21 16:52:12";https://cordis.europa.eu/project/id/689041
programme;664561;;"Eco-innovative solutions";H2020_WASTE-6a-2015;"Specific challenge:The growing waste produced in Europe, particularly in urban areas, where the vast majority of the world population are expected to live by 2050, represents a cost for society and a burden on the environment and, at the same time, a valuable stock of...";;;;;;en;en;"2015-03-25 12:00:00";https://cordis.europa.eu/programme/id/H2020_WASTE-6a-2015
programme;706038;;"Inside and outside: educational innovation with nature-based solutions";HORIZON_HORIZON-CL6-2021-COMMUNITIES-01-06;"Citizens and experts have identified better awareness of the opportunities, benefits, and limitations of nature-based solutions (NBS) as one of the main factors that could facilitate the transition to more sustainable cities and territories, and help build physical and mental...";;;;;;en;en;"2022-06-20 10:30:35";https://cordis.europa.eu/programme/id/HORIZON_HORIZON-CL6-2021-COMMUNITIES-01-06
project;79914;ESS4;"European Social Survey Round 4 - Improving Social Measurement in Europe.";28365;"The European Social Survey (ESS) is a time series with three main aims:
1. To chart and explain shifts over time in Europe's social, political and moral climate in relation to its changing population patterns and institutions
2. To improve methods of European social measuremen...";;FP6-CITIZENS;"/social sciences/educational sciences;/social sciences/sociology/governance";2007-06-01;2010-02-28;en;en;"2012-03-08 00:00:00";https://cordis.europa.eu/project/id/28365
brief;421779;;"Emerald cities: Green solutions to make nature thrive in the urban concrete jungle";421779-emerald-cities-green-solutions-to-make-nature-thrive-in-the-urban-concrete-jungle;"Smart urban planning in big cities can serve people and nature. The EU-funded URBAN GreenUP project demonstrates green solutions that help reshape urban areas and increase their sustainability, liveability and resilience to climate change.";"Digital Economy,Climate Change and Environment,Society";H2020-EU.3.5.2.1.,H2020-EU.3.5.2.3.,H2020-EU.3.5.,H2020-EU.3.5.1.2.,H2020-EU.3.5.1.3.,H2020-EU.3.5.2.2.;;;;en;de,en,es,fr,it,pl,pt;"2020-08-07 15:54:13";https://cordis.europa.eu/article/id/421779-emerald-cities-green-solutions-to-make-nature-thrive-in-the-urban-concrete-jungle
brief;421772;;"Collaborative solutions for more sustainable, resilient, greener and healthier cities";421772-collaborative-solutions-for-more-sustainable-resilient-greener-and-healthier-cities;"By adopting nature-based solutions (NBS), European cities will become more climate resilient, environmentally sustainable and socially cohesive, as well as much better places to live, work and play in. An EU project is promoting the implementation of NBS across cities while maximising the multiple benefits arising from them through innovations.";"Digital Economy,Climate Change and Environment,Society";H2020-EU.3.5.2.1.,H2020-EU.3.5.2.3.,H2020-EU.3.5.,H2020-EU.3.5.1.2.,H2020-EU.3.5.1.3.,H2020-EU.3.5.2.2.;;;;en;de,en,es,fr,it,pl,pt;"2020-08-07 16:08:53";https://cordis.europa.eu/article/id/421772-collaborative-solutions-for-more-sustainable-resilient-greener-and-healthier-cities
pubsum;677582;;"Periodic Reporting for period 1 - URBASIS (New challenges for Urban Engineering Seismology)";813137_PS;"Major earthquakes that cause considerable damage and losses are a constant reminder to politicians and decision makers that the reduction of seismic risk and increased resilience of urban areas are essential, both for the well-being and safety of the local populations, and...";;H2020-EU.1.3.,H2020-EU.1.3.1.;;;;en;en;"2021-06-11 18:16:04";https://cordis.europa.eu/project/id/813137/reporting
pubsum;173362;;"Final Report Summary - EUBORDERREGIONS (European Regions, EU External Borders and the Immediate Neighbours. Analysing Regional Development Options through Policies and Practices of Cross-Border Co-operation)";266920_PS;"Executive Summary:Cross-border Cooperation (CBC) can be defined in terms of political projects carried out by state, private and third sector actors with the express goal of extracting benefit from joint initiatives in various economic, social, environmental and political...";;FP7-SSH;;;;en;en;"2015-11-27 11:11:37";https://cordis.europa.eu/project/id/266920/reporting
project;104753;BiophotonicsPlus;"ERANET Plus on ""Photonic appliances for life sciences and health""";318669;"Biophotonic applications offer a broad range of innovative solutions, e. g. for the ageing society in industrialised countries, for improved health care in third world countries, for surveilling and safeguarding the environment, and for controlling food and drinking water qua...";;FP7-ICT;"/engineering and technology/environmental engineering/water treatment processes/drinking water treatment processes;/agricultural sciences/veterinary sciences;/medical and health sciences/clinical medicine/surgery;/natural sciences/earth and related environmental sciences/hydrology";2012-09-01;2017-08-31;en;en;"2019-08-02 12:26:37";https://cordis.europa.eu/project/id/318669
pubsum;648420;;"Periodic Reporting for period 1 - EUCAN-Connect (A federated FAIR platform enabling large-scale analysis of high-value cohort data connecting Europe and Canada in personalized health)";824989_PS;"EUCAN-connect is motivated by the promise of personalized prevention and healthcare using rich phenotypic, environmental and molecular (omics) profiles of every individual. To fulfill this promise researchers need access to data that cover a full range of data on lifestyle...";;H2020-EU.3.1.,H2020-EU.3.1.5.;;;;en;en;"2022-02-25 20:29:29";https://cordis.europa.eu/project/id/824989/reporting
news;30390;;"Med-ePHV project keeping an eye on medicine";30390-medephv-project-keeping-an-eye-on-medicine;"Medicines impact the lives of millions of people and strengthen their well-being, but there are risks involved in their use. Scientists agree that risk assessment during drug development should be carried out rigorously, but identifying safety concerns during clinical trials i...";;;;;;en;de,en,es,fr,it,pl;"2009-01-26 00:00:02";https://cordis.europa.eu/article/id/30390-medephv-project-keeping-an-eye-on-medicine
projectDescription;425905;;"Towards improving urban health and well-being";425905-towards-improving-urban-health-and-well-being;;;;;;;en;de,en,es,fr,it,pl;"2021-07-19 19:00:59";https://cordis.europa.eu/article/id/425905-towards-improving-urban-health-and-well-being
brief;159601;;"Building the Blue Society";159601-building-the-blue-society;"The Blue Society is a concept based on sustainable exploitation of the sea and its resources while preserving the marine ecosystem. Preserving this ecosystem will enable it to fulfil its vital functions, which include supporting biodiversity, oxygen production and climate regulation.";"Climate Change and Environment,Food and Natural Resources";FP7-SIS;;;;en;de,en,es,fr,it,pl;"2017-05-09 16:22:59";https://cordis.europa.eu/article/id/159601-building-the-blue-society
brief;89612;;"Pitting science against poverty";89612-pitting-science-against-poverty;"The EU's Spanish Presidency launched a conference to determine how science could help diminish poverty. The event's valuable outcomes have already been integrated in the EU's vision for the future.";"Climate Change and Environment";FP7-SSH;;;;en;de,en,es,fr,it,pl;"2012-10-23 14:00:33";https://cordis.europa.eu/article/id/89612-pitting-science-against-poverty
news;422459;;"European School Students Work with Experts to Do Science in the City";422459-european-school-students-work-with-experts-to-do-science-in-the-city;"An exciting new EU Horizon project has started this year where school students work with experts to explore the science behind cities as urban ecosystems.";"Climate Change and Environment";;;;;en;en;"2020-10-15 12:51:24";https://cordis.europa.eu/article/id/422459-european-school-students-work-with-experts-to-do-science-in-the-city
pubsum;226787;;"Final Report Summary - VEGGIEAT (To critically evaluate vegetable acceptability through individual and environmental characteristics across the lifespan in institutional food service)";612326_PS;"Population health and the state of the planet rely on a food system that respects planetary boundaries and prioritises societal health.  The FAO (2016) identifies lifestyle, symbolised by eating out as an important aspect that must be considered for improving sustainability...";;FP7-PEOPLE;;;;en;en;"2018-05-02 10:39:44";https://cordis.europa.eu/project/id/612326/reporting
pubsum;173389;;"Final Report Summary - MEHTRICS (Micropattern-Enhanced High Throughput RNA Interference for Cell Screening)";278758_PS;"Executive Summary:The MEHTRICS project challenged the current limits of HT cell-based screening by combining HT-RNAi with an emerging new technology for normalizing cultured cell behaviors, namely the growth of cells on adhesive micropatterns. Initial applications of this...";;FP7-HEALTH;;;;en;en;"2015-11-26 16:45:20";https://cordis.europa.eu/project/id/278758/reporting
pubsum;159391;;"Final Report Summary - GEST (Global Ethics in Science and Technology)";266592_PS;"Executive Summary:Global Ethics in Science and Technology (GEST) brought together high-level Science & Technology (S&T) scholars from Europe, China and India to analyse the incorporation of ethics into S&T policy. The thirty-nine months (February 2011 – April 2014) FP7...";;FP7-SIS;;;;en;en;"2015-04-01 18:15:19";https://cordis.europa.eu/project/id/266592/reporting
pubsum;159567;;"Final Report Summary - DETECTER (Detection Technologies, Terrorism, Ethics and Human Rights)";217862_PS;"Executive Summary:DETECTER EXECUTIVE SUMMARYDETECTER was a three-year Collaborative Research Project under the European Union Framework 7 Security Programme that ran from 2008-11.DETECTER identified human rights and other legal and moral standards that detection technologies...";;FP7-SECURITY;;;;en;en;"2015-04-01 16:29:48";https://cordis.europa.eu/project/id/217862/reporting
pubsum;143651;;"Final Report Summary - NANOANTENNA (Development of a high sensitive and specific nanobiosensor based on surface enhanced vibrational spectroscopy dedicated to the in vitro proteins detection and disease diagnosis)";241818_PS;"Executive Summary: The main goal of our proposal was to develop a novel optical nanobiosensor based on extraordinary vibrational signal enhancement of the proteins to be detected. To reach vibrational signal enhancement, we exploited the optical properties of specially designed...";;FP7-HEALTH;;;;en;en;"2014-07-11 15:05:47";https://cordis.europa.eu/project/id/241818/reporting
pubsum;149336;;"Final Report Summary - SALIANT (Selective Antibodies Limited Immuno Assay Novel Technology)";242377_PS;"Executive Summary:SALIANT (Selective Antibodies Limited Immuno Assay Novel Technology) is a Security Research project funded under the EU 7th Framework Programme for Research to develop a hand held prototype device for rapid, real time analysis of trace levels of explosives...";;FP7-SECURITY;;;;en;en;"2014-11-17 16:29:10";https://cordis.europa.eu/project/id/242377/reporting
pubsum;52690;;"Final Report Summary - SCIENCE AGAINST POVERTY (Science against poverty - Conference under the Spanish Presidency)";268168_PS;"The conference focused on what can Research, technological development and innovation (RTD&I) do to fight poverty in the world, and paid special attention on how European and national research and innovation policies should be designed and adapted so that they reflect a respon...";;FP7-SSH;;;;en;en;"2012-06-11 00:00:00";https://cordis.europa.eu/project/id/268168/reporting
project;214718;SuPerCom;"Sustainable Performance for High-Performance Embedded Computing Systems";772773;"Computers increasingly intervene in critical aspects of our life related to health, safety, and security, resulting in (critical) software controlling functionalities or services with humans in the loop. This trend towards critical-function digitization brings huge benefits...";;H2020-EU.1.1.;"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors;/natural sciences/biological sciences/ecology/ecosystems;/natural sciences/computer and information sciences/artificial intelligence/machine learning;/natural sciences/computer and information sciences/software/software applications/simulation software";2018-06-01;2023-05-31;en;en;"2022-09-16 17:41:32";https://cordis.europa.eu/project/id/772773
project;108891;ROBO-MATE;"Intelligent exoskeleton based on human-robot interaction for manipulation of heavy goods in Europe’s factories of the future";608979;"Workplace injuries cost European societies up to 4% of GNP. Over 25% of Europeans experience back injury due to work. Robots are traditionally inflexible to use for many manual handling tasks. The world robotics market is set to double to $66Bn pa in the next 15 years. Europe...";;FP7-NMP;"/social sciences/economics and business/economics/production economics/productivity;/social sciences/economics and business/business and management/employment;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/robotics;/social sciences/psychology/ergonomics";2013-09-01;2016-11-30;en;en;"2016-07-25 10:20:25";https://cordis.europa.eu/project/id/608979
news;124001;;"Size matters: Small city people more likely to migrate than large city ones";124001-size-matters-small-city-people-more-likely-to-migrate-than-large-city-ones;"Researchers have shown that city size is a significant factor in determining migration patterns.";Society;;;;;en;de,en,es,fr,it,pl;"2018-09-20 15:47:27";https://cordis.europa.eu/article/id/124001-size-matters-small-city-people-more-likely-to-migrate-than-large-city-ones
programme;707430;;"Research ethics for environmental and climate technologies";HORIZON_HORIZON-WIDERA-2023-ERA-01-11;"Becoming the world’s first climate-neutral continent by 2050 is the greatest challenge and opportunity of our times. For this reason, the European Commission adopted the European Green Deal, the most ambitious package of measures that should enable European citizens and...";;;;;;en;en;"2022-11-08 17:41:11";https://cordis.europa.eu/programme/id/HORIZON_HORIZON-WIDERA-2023-ERA-01-11
brief;429559;;"Understanding how the elderly perceive cities can lead to more human-centred town planning";429559-understanding-how-the-elderly-perceive-cities-can-lead-to-more-human-centred-town-planning;"Town planners need new tools to understand and improve the ‘walkability’ of cities and better adapt them to the needs of elderly citizens, many of whom no longer drive.";"Digital Economy,Society";H2020-EU.1.3.,H2020-EU.1.3.2.;;;;en;de,en,es,fr,it,pl;"2021-04-09 17:38:09";https://cordis.europa.eu/article/id/429559-understanding-how-the-elderly-perceive-cities-can-lead-to-more-human-centred-town-planning
projectDescription;416402;;"A natural way to foster urban mental health and well-being";416402-a-natural-way-to-foster-urban-mental-health-and-well-being;;;;;;;en;de,en,es,fr,it,pl;"2020-09-28 18:24:48";https://cordis.europa.eu/article/id/416402-a-natural-way-to-foster-urban-mental-health-and-well-being
brief;85798;;"Harnessing the power of biodiversity research";85798-harnessing-the-power-of-biodiversity-research;"Biodiversity, the variety of life on earth,is a complex system of genes, species and their interactions and is vital to our planet, the economy, health and well-being of all species. This EU-funded project to create a research infrastructure will assist researchers to improve our understanding of biodiversity and the ecosystems that support it.";"Climate Change and Environment";FP7-INFRASTRUCTURES;;;;en;de,en,es,fr,it,pl;"2010-11-10 16:40:44";https://cordis.europa.eu/article/id/85798-harnessing-the-power-of-biodiversity-research
news;22091;;"France wants environment to be on equal footing with human and social rights";22091-france-wants-environment-to-be-on-equal-footing-with-human-and-social-rights;"French President Jacques Chirac has suggested making a drastic change to the French constitution, giving environmental issues the same importance as human, economic and social rights.

In an announcement that has lead to an outcry among scientists and politicians alike, Mr Chi...";;;;;;en;de,en,es,fr,it;"2004-05-28 00:00:02";https://cordis.europa.eu/article/id/22091-france-wants-environment-to-be-on-equal-footing-with-human-and-social-rights
brief;421777;;"Online platform promotes nature itself in confronting big global challenges";421777-online-platform-promotes-nature-itself-in-confronting-big-global-challenges;"Humanity urgently needs to identify promising alternatives that address challenges linked to climate change, sustainable energy, food security, and economic and social development. The EU is promoting the uptake of nature-based solutions (NBS) identified as alternatives with great potential in tackling such universal concerns.";"Digital Economy,Climate Change and Environment,Society";H2020-EU.3.5.,H2020-EU.3.5.1.,H2020-EU.3.5.2.;;;;en;de,en,es,fr,it,pl,pt;"2020-08-07 15:58:25";https://cordis.europa.eu/article/id/421777-online-platform-promotes-nature-itself-in-confronting-big-global-challenges
pubsum;715448;;"Periodic Reporting for period 1 - REGREEN (Fostering nature-based solutions for smart, green and healthy urban transitions in Europe and China)";821016_PS;"Urban systems globally experience significant and interlinked societal challenges including pressures on public health and well-being and growing inequalities and social disruption. At the same time, urban systems are particularly vulnerable to impacts of climate change and...";;H2020-EU.3.5.,H2020-EU.3.5.4.,H2020-EU.3.5.1.,H2020-EU.3.5.2.;;;;en;en;"2021-09-02 20:44:41";https://cordis.europa.eu/project/id/821016/reporting
pubsum;169018;;"Final Report Summary - NOVO (Novel approaches for prevention and degeneration of pathogenic bacteria biofilms formed on medical devices e.g. catheters)";278402_PS;"Executive Summary:Executive summary  The resistance of microbial biofilms to the immune system and to antibiotics has is a common cause of medical infections, and of difficult-to-treat infections caused by colonized foreign bodies. More than 60% of bacterial infections...";;FP7-HEALTH;;;;en;en;"2015-08-24 17:59:45";https://cordis.europa.eu/project/id/278402/reporting
